Reported_Date,Bullish,Neutral,Bearish,Total,Bullish_8-week_Mov_Avg,Bull-Bear_Spread,Bullish_Average,Bullish_Average_=+St. Dev.,Bullish_Average_=- St. Dev.,S&P500_Weekly_High,S&P500_Weekly_Low,S&P500_Weekly_Close
7/19/1991,0.27000,0.51000,0.22000,1.00000,0.37880,0.05000,0.38300,0.48400,0.28100,385.83,380.25,384.22
7/26/1991,0.35000,0.42000,0.23000,1.00000,0.37000,0.12000,0.38300,0.48400,0.28100,384.86,378.15,380.93
8/2/1991,0.33000,0.36000,0.31000,1.00000,0.35380,0.02000,0.38300,0.48400,0.28100,389.56,380.45,387.18
8/9/1991,0.26000,0.45000,0.29000,1.00000,0.32750,-0.03000,0.38300,0.48400,0.28100,391.80,384.29,387.12
8/16/1991,0.37000,0.33000,0.30000,1.00000,0.31880,0.07000,0.38300,0.48400,0.28100,391.92,382.59,385.58
8/23/1991,0.32000,0.36000,0.32000,1.00000,0.32380,0.00000,0.38300,0.48400,0.28100,395.34,374.09,394.17
8/30/1991,0.41000,0.40000,0.19000,1.00000,0.34000,0.22000,0.38300,0.48400,0.28100,396.82,391.77,395.43
9/6/1991,0.36000,0.31000,0.33000,1.00000,0.33380,0.03000,0.38300,0.48400,0.28100,397.62,387.36,389.10
9/13/1991,0.43000,0.39000,0.18000,1.00000,0.35380,0.25000,0.38300,0.48400,0.28100,389.34,382.85,383.59
9/20/1991,0.32000,0.48000,0.20000,1.00000,0.35000,0.12000,0.38300,0.48400,0.28100,389.42,382.77,387.92
9/27/1991,0.31000,0.38000,0.31000,1.00000,0.34750,0.00000,0.38300,0.48400,0.28100,389.09,384.46,385.90
10/4/1991,0.35000,0.30000,0.35000,1.00000,0.35880,0.00000,0.38300,0.48400,0.28100,390.03,381.24,381.24
10/11/1991,0.39000,0.37000,0.24000,1.00000,0.36130,0.15000,0.38300,0.48400,0.28100,381.46,376.11,381.45
10/18/1991,0.30000,0.31000,0.39000,1.00000,0.35880,-0.09000,0.38300,0.48400,0.28100,393.81,381.45,392.50
10/25/1991,0.31000,0.36000,0.33000,1.00000,0.34630,-0.02000,0.38300,0.48400,0.28100,392.50,382.97,384.20
11/1/1991,0.52000,0.12000,0.36000,1.00000,0.36630,0.16000,0.38300,0.48400,0.28100,395.10,384.20,391.32
11/8/1991,0.32000,0.36000,0.32000,1.00000,0.35250,0.00000,0.38300,0.48400,0.28100,396.43,388.09,392.89
11/15/1991,0.38000,0.33000,0.29000,1.00000,0.36000,0.09000,0.38300,0.48400,0.28100,398.22,382.62,382.62
11/22/1991,0.48000,0.32000,0.20000,1.00000,0.38130,0.28000,0.38300,0.48400,0.28100,385.40,374.52,376.14
11/27/1991,0.33000,0.27000,0.40000,1.00000,0.37880,-0.07000,0.38300,0.48400,0.28100,378.11,375.22,376.55
12/6/1991,0.23000,0.32000,0.45000,1.00000,0.35880,-0.22000,0.38300,0.48400,0.28100,382.39,375.41,379.10
12/13/1991,0.33000,0.36000,0.31000,1.00000,0.36250,0.02000,0.38300,0.48400,0.28100,385.04,374.78,384.47
12/20/1991,0.36000,0.30000,0.34000,1.00000,0.36880,0.02000,0.38300,0.48400,0.28100,388.24,380.64,387.04
12/27/1991,0.39000,0.29000,0.32000,1.00000,0.35250,0.07000,0.38300,0.48400,0.28100,406.58,386.96,406.46
1/3/1992,0.49000,0.20000,0.31000,1.00000,0.37380,0.18000,0.38300,0.48400,0.28100,419.79,406.46,419.34
1/10/1992,0.48000,0.27000,0.25000,1.00000,0.38630,0.23000,0.38300,0.48400,0.28100,420.50,413.31,415.10
1/17/1992,0.51000,0.21000,0.28000,1.00000,0.39000,0.23000,0.38300,0.48400,0.28100,420.77,414.34,418.86
1/24/1992,0.46000,0.25000,0.29000,1.00000,0.40630,0.17000,0.38300,0.48400,0.28100,418.13,412.64,415.48
1/31/1992,0.47000,0.26000,0.27000,1.00000,0.43630,0.20000,0.38300,0.48400,0.28100,410.34,414.99,408.79
2/7/1992,0.36000,0.39000,0.25000,1.00000,0.44000,0.11000,0.38300,0.48400,0.28100,413.85,409.53,411.09
2/14/1992,0.46000,0.28000,0.26000,1.00000,0.45250,0.20000,0.38300,0.48400,0.28100,417.13,413.69,412.48
2/21/1992,0.47000,0.25000,0.28000,1.00000,0.46250,0.19000,0.38300,0.48400,0.28100,413.90,407.38,411.46
2/28/1992,0.43000,0.36000,0.21000,1.00000,0.45500,0.22000,0.38300,0.48400,0.28100,416.07,408.02,412.70
3/6/1992,0.45000,0.29000,0.26000,1.00000,0.45130,0.19000,0.38300,0.48400,0.28100,413.78,403.65,404.44
3/13/1992,0.38000,0.35000,0.27000,1.00000,0.43500,0.11000,0.38300,0.48400,0.28100,409.16,404.72,405.84
3/20/1992,0.48000,0.29000,0.23000,1.00000,0.43750,0.25000,0.38300,0.48400,0.28100,411.30,406.39,411.30
3/27/1992,0.43000,0.35000,0.22000,1.00000,0.43250,0.21000,0.38300,0.48400,0.28100,409.91,403.50,403.50
4/3/1992,0.35000,0.42000,0.23000,1.00000,0.43130,0.12000,0.38300,0.48400,0.28100,404.23,400.50,401.55
4/10/1992,0.43000,0.27000,0.30000,1.00000,0.42750,0.13000,0.38300,0.48400,0.28100,405.59,394.50,404.29
4/17/1992,0.37000,0.38000,0.25000,1.00000,0.41500,0.12000,0.38300,0.48400,0.28100,416.28,406.08,416.05
4/24/1992,0.52000,0.34000,0.14000,1.00000,0.42630,0.38000,0.38300,0.48400,0.28100,411.60,409.81,409.02
5/1/1992,0.29000,0.36000,0.35000,1.00000,0.40630,-0.06000,0.38300,0.48400,0.28100,414.95,408.45,412.53
5/8/1992,0.43000,0.31000,0.26000,1.00000,0.41250,0.17000,0.38300,0.48400,0.28100,416.91,415.85,416.05
5/15/1992,0.40000,0.37000,0.23000,1.00000,0.40250,0.17000,0.38300,0.48400,0.28100,418.49,410.09,410.09
5/22/1992,0.48000,0.24000,0.28000,1.00000,0.40880,0.20000,0.38300,0.48400,0.28100,416.37,412.60,414.02
5/29/1992,0.41000,0.43000,0.16000,1.00000,0.41630,0.25000,0.38300,0.48400,0.28100,416.74,411.41,415.35
6/5/1992,0.41000,0.40000,0.19000,1.00000,0.41380,0.22000,0.38300,0.48400,0.28100,417.30,413.26,413.48
6/12/1992,0.31000,0.46000,0.23000,1.00000,0.40630,0.08000,0.38300,0.48400,0.28100,413.36,406.64,409.76
6/19/1992,0.35000,0.37000,0.28000,1.00000,0.38500,0.07000,0.38300,0.48400,0.28100,410.29,400.96,403.67
6/26/1992,0.39000,0.34000,0.27000,1.00000,0.39750,0.12000,0.38300,0.48400,0.28100,404.04,403.12,403.45
7/2/1992,0.21000,0.44000,0.35000,1.00000,0.37000,-0.14000,0.38300,0.48400,0.28100,412.88,408.14,411.77
7/9/1992,0.23000,0.42000,0.35000,1.00000,0.34880,-0.12000,0.38300,0.48400,0.28100,414.62,409.16,414.62
7/17/1992,0.29000,0.40000,0.31000,1.00000,0.32500,-0.02000,0.38300,0.48400,0.28100,417.81,412.96,415.62
7/24/1992,0.32000,0.44000,0.24000,1.00000,0.31380,0.08000,0.38300,0.48400,0.28100,415.62,409.94,411.60
7/31/1992,0.22000,0.47000,0.31000,1.00000,0.29000,-0.09000,0.38300,0.48400,0.28100,424.80,411.27,424.21
8/5/1992,0.28000,0.39000,0.33000,1.00000,0.28630,-0.05000,0.38300,0.48400,0.28100,424.36,421.92,422.19
8/14/1992,0.26000,0.37000,0.37000,1.00000,0.27500,-0.11000,0.38300,0.48400,0.28100,423.45,416.40,419.91
8/21/1992,0.22000,0.34000,0.44000,1.00000,0.25380,-0.22000,0.38300,0.48400,0.28100,421.89,413.58,414.85
8/28/1992,0.30000,0.37000,0.33000,1.00000,0.26500,-0.03000,0.38300,0.48400,0.28100,414.95,408.30,414.84
9/4/1992,0.14000,0.44000,0.42000,1.00000,0.25380,-0.28000,0.38300,0.48400,0.28100,420.31,413.35,417.08
9/11/1992,0.22000,0.39000,0.39000,1.00000,0.24500,-0.17000,0.38300,0.48400,0.28100,420.58,414.30,419.58
9/18/1992,0.21000,0.42000,0.37000,1.00000,0.23130,-0.16000,0.38300,0.48400,0.28100,425.27,417.77,422.93
9/25/1992,0.25000,0.34000,0.41000,1.00000,0.23500,-0.16000,0.38300,0.48400,0.28100,422.93,412.71,414.35
10/2/1992,0.30000,0.35000,0.35000,1.00000,0.23750,-0.05000,0.38300,0.48400,0.28100,418.67,410.45,410.47
10/9/1992,0.21000,0.35000,0.44000,1.00000,0.23130,-0.23000,0.38300,0.48400,0.28100,407.75,402.42,402.66
10/16/1992,0.20000,0.24000,0.56000,1.00000,0.22880,-0.36000,0.38300,0.48400,0.28100,411.73,407.43,411.73
10/23/1992,0.21000,0.32000,0.47000,1.00000,0.21750,-0.26000,0.38300,0.48400,0.28100,417.98,407.43,414.10
10/30/1992,0.35000,0.35000,0.30000,1.00000,0.24380,0.05000,0.38300,0.48400,0.28100,421.16,413.70,418.68
11/6/1992,0.49000,0.27000,0.24000,1.00000,0.27750,0.25000,0.38300,0.48400,0.28100,422.81,415.58,417.58
11/13/1992,0.37000,0.44000,0.19000,1.00000,0.29750,0.18000,0.38300,0.48400,0.28100,423.10,416.79,422.43
11/20/1992,0.48000,0.38000,0.14000,1.00000,0.32630,0.34000,0.38300,0.48400,0.28100,426.98,418.31,426.65
11/25/1992,0.43000,0.37000,0.20000,1.00000,0.34250,0.23000,0.38300,0.48400,0.28100,429.41,422.50,429.19
12/4/1992,0.37000,0.39000,0.24000,1.00000,0.36250,0.13000,0.38300,0.48400,0.28100,432.89,428.61,432.06
12/11/1992,0.43000,0.42000,0.15000,1.00000,0.39130,0.28000,0.38300,0.48400,0.28100,436.99,432.06,433.73
12/18/1992,0.63000,0.27000,0.10000,1.00000,0.44380,0.53000,0.38300,0.48400,0.28100,441.29,430.88,441.28
12/24/1992,0.55000,0.30000,0.15000,1.00000,0.46880,0.40000,0.38300,0.48400,0.28100,441.64,438.25,439.77
1/1/1993,0.60000,0.27000,0.13000,1.00000,0.48250,0.47000,0.38300,0.48400,0.28100,442.65,435.71,435.71
1/8/1993,0.20000,0.49000,0.31000,1.00000,0.46130,-0.11000,0.38300,0.48400,0.28100,437.32,426.88,429.05
1/15/1993,0.54000,0.32000,0.14000,1.00000,0.46880,0.40000,0.38300,0.48400,0.28100,439.49,428.19,437.15
1/22/1993,0.41000,0.38000,0.21000,1.00000,0.46630,0.20000,0.38300,0.48400,0.28100,437.82,432.48,436.11
1/29/1993,0.40000,0.37000,0.23000,1.00000,0.47000,0.17000,0.38300,0.48400,0.28100,442.66,436.11,438.78
2/5/1993,0.44000,0.34000,0.22000,1.00000,0.47130,0.22000,0.38300,0.48400,0.28100,449.86,438.78,448.93
2/12/1993,0.47000,0.31000,0.22000,1.00000,0.45130,0.25000,0.38300,0.48400,0.28100,450.04,444.24,444.58
2/19/1993,0.46000,0.27000,0.27000,1.00000,0.44000,0.19000,0.38300,0.48400,0.28100,444.58,428.25,434.22
2/26/1993,0.34000,0.32000,0.34000,1.00000,0.40750,0.00000,0.38300,0.48400,0.28100,443.77,432.41,443.38
3/5/1993,0.27000,0.36000,0.37000,1.00000,0.41630,-0.10000,0.38300,0.48400,0.28100,450.00,441.07,446.11
3/12/1993,0.45000,0.33000,0.22000,1.00000,0.40500,0.23000,0.38300,0.48400,0.28100,456.33,447.04,449.83
3/19/1993,0.41000,0.32000,0.27000,1.00000,0.40500,0.14000,0.38300,0.48400,0.28100,453.32,447.99,450.18
3/26/1993,0.43000,0.34000,0.23000,1.00000,0.40880,0.20000,0.38300,0.48400,0.28100,452.09,446.08,447.78
4/2/1993,0.37000,0.36000,0.27000,1.00000,0.40000,0.10000,0.38300,0.48400,0.28100,454.88,440.71,441.39
4/9/1993,0.32000,0.39000,0.29000,1.00000,0.38130,0.03000,0.38300,0.48400,0.28100,443.77,439.48,441.84
4/16/1993,0.31000,0.35000,0.34000,1.00000,0.36250,-0.03000,0.38300,0.48400,0.28100,450.40,441.84,448.94
4/23/1993,0.28000,0.42000,0.30000,1.00000,0.35500,-0.02000,0.38300,0.48400,0.28100,449.39,436.82,437.17
4/30/1993,0.22000,0.37000,0.41000,1.00000,0.34880,-0.19000,0.38300,0.48400,0.28100,442.29,432.30,440.19
5/7/1993,0.21000,0.45000,0.34000,1.00000,0.31880,-0.13000,0.38300,0.48400,0.28100,446.09,438.25,442.31
5/14/1993,0.20000,0.41000,0.39000,1.00000,0.29250,-0.19000,0.38300,0.48400,0.28100,445.42,438.10,439.56
5/21/1993,0.21000,0.34000,0.45000,1.00000,0.26500,-0.24000,0.38300,0.48400,0.28100,450.59,436.83,445.84
5/28/1993,0.24000,0.37000,0.39000,1.00000,0.24880,-0.15000,0.38300,0.48400,0.28100,454.55,444.89,450.19
6/4/1993,0.33000,0.39000,0.28000,1.00000,0.25000,0.05000,0.38300,0.48400,0.28100,455.63,448.92,450.06
6/11/1993,0.23000,0.36000,0.41000,1.00000,0.24000,-0.18000,0.38300,0.48400,0.28100,452.49,444.09,447.26
6/18/1993,0.22000,0.35000,0.43000,1.00000,0.23250,-0.21000,0.38300,0.48400,0.28100,448.98,443.61,443.68
6/25/1993,0.28000,0.38000,0.34000,1.00000,0.24000,-0.06000,0.38300,0.48400,0.28100,448.64,443.19,447.60
7/2/1993,0.18000,0.44000,0.38000,1.00000,0.23630,-0.20000,0.38300,0.48400,0.28100,451.90,445.20,445.84
7/9/1993,0.21000,0.45000,0.34000,1.00000,0.23750,-0.13000,0.38300,0.48400,0.28100,448.96,441.40,448.13
7/16/1993,0.22000,0.44000,0.34000,1.00000,0.23880,-0.12000,0.38300,0.48400,0.28100,451.12,445.66,445.75
7/23/1993,0.24000,0.43000,0.33000,1.00000,0.23880,-0.09000,0.38300,0.48400,0.28100,449.22,443.71,447.10
7/30/1993,0.25000,0.45000,0.30000,1.00000,0.22880,-0.05000,0.38300,0.48400,0.28100,450.77,444.51,448.13
8/6/1993,0.26000,0.42000,0.32000,1.00000,0.23250,-0.06000,0.38300,0.48400,0.28100,450.43,446.94,448.68
8/13/1993,0.25000,0.41000,0.34000,1.00000,0.23630,-0.09000,0.38300,0.48400,0.28100,451.63,447.53,450.14
8/20/1993,0.29000,0.41000,0.30000,1.00000,0.23750,-0.01000,0.38300,0.48400,0.28100,456.99,448.96,456.16
8/27/1993,0.27000,0.35000,0.38000,1.00000,0.24880,-0.11000,0.38300,0.48400,0.28100,461.04,454.29,460.54
9/3/1993,0.38000,0.33000,0.29000,1.00000,0.27000,0.09000,0.38300,0.48400,0.28100,463.80,459.19,461.34
9/10/1993,0.30000,0.30000,0.40000,1.00000,0.28000,-0.10000,0.38300,0.48400,0.28100,462.07,453.75,461.72
9/17/1993,0.32000,0.34000,0.34000,1.00000,0.29000,-0.02000,0.38300,0.48400,0.28100,463.38,456.31,458.83
9/24/1993,0.28000,0.40000,0.32000,1.00000,0.29380,-0.04000,0.38300,0.48400,0.28100,459.91,449.64,457.63
10/1/1993,0.26000,0.34000,0.40000,1.00000,0.29380,-0.14000,0.38300,0.48400,0.28100,462.17,456.92,461.29
10/8/1993,0.29000,0.37000,0.34000,1.00000,0.29880,-0.05000,0.38300,0.48400,0.28100,463.15,456.40,460.31
10/15/1993,0.31000,0.38000,0.31000,1.00000,0.30130,0.00000,0.38300,0.48400,0.28100,471.10,456.40,469.50
10/22/1993,0.42000,0.30000,0.28000,1.00000,0.32000,0.14000,0.38300,0.48400,0.28100,471.10,463.27,463.27
10/29/1993,0.43000,0.33000,0.24000,1.00000,0.32630,0.19000,0.38300,0.48400,0.28100,468.76,462.05,467.83
11/4/1993,0.32000,0.36000,0.32000,1.00000,0.32880,0.00000,0.38300,0.48400,0.28100,469.11,454.36,459.57
11/11/1993,0.35000,0.30000,0.35000,1.00000,0.33250,0.00000,0.38300,0.48400,0.28100,465.84,454.36,465.39
11/18/1993,0.34000,0.31000,0.35000,1.00000,0.34000,-0.01000,0.38300,0.48400,0.28100,467.24,460.03,462.60
11/24/1993,0.45000,0.30000,0.25000,1.00000,0.36380,0.20000,0.38300,0.48400,0.28100,462.90,457.08,462.36
12/2/1993,0.33000,0.32000,0.35000,1.00000,0.36880,-0.02000,0.38300,0.48400,0.28100,464.89,460.45,464.89
12/9/1993,0.37000,0.39000,0.24000,1.00000,0.37630,0.13000,0.38300,0.48400,0.28100,466.89,462.66,463.93
12/16/1993,0.33000,0.38000,0.29000,1.00000,0.36500,0.04000,0.38300,0.48400,0.28100,466.38,461.84,466.38
12/23/1993,0.36000,0.31000,0.33000,1.00000,0.35630,0.03000,0.38300,0.48400,0.28100,468.97,463.34,467.38
12/30/1993,0.44000,0.28000,0.28000,1.00000,0.37130,0.16000,0.38300,0.48400,0.28100,471.29,466.45,466.45
1/6/1994,0.40000,0.33000,0.27000,1.00000,0.37750,0.13000,0.38300,0.48400,0.28100,470.26,464.36,469.90
1/13/1994,0.38000,0.31000,0.31000,1.00000,0.38250,0.07000,0.38300,0.48400,0.28100,475.32,467.03,474.91
1/20/1994,0.48000,0.26000,0.26000,1.00000,0.38630,0.22000,0.38300,0.48400,0.28100,475.56,472.21,474.72
1/27/1994,0.41000,0.25000,0.34000,1.00000,0.39630,0.07000,0.38300,0.48400,0.28100,479.75,470.27,478.70
2/3/1994,0.38000,0.29000,0.33000,1.00000,0.39750,0.05000,0.38300,0.48400,0.28100,482.85,469.28,469.81
2/10/1994,0.49000,0.27000,0.24000,1.00000,0.41750,0.25000,0.38300,0.48400,0.28100,473.13,466.89,470.18
2/17/1994,0.40000,0.36000,0.24000,1.00000,0.42250,0.16000,0.38300,0.48400,0.28100,475.13,466.07,467.69
2/24/1994,0.41000,0.30000,0.29000,1.00000,0.41880,0.12000,0.38300,0.48400,0.28100,472.41,464.26,466.07
3/3/1994,0.31000,0.42000,0.27000,1.00000,0.40750,0.04000,0.38300,0.48400,0.28100,469.16,457.67,464.74
3/10/1994,0.29000,0.34000,0.37000,1.00000,0.39630,-0.08000,0.38300,0.48400,0.28100,468.07,462.46,466.44
3/17/1994,0.24000,0.41000,0.35000,1.00000,0.36630,-0.11000,0.38300,0.48400,0.28100,471.09,465.48,471.06
3/24/1994,0.29000,0.37000,0.34000,1.00000,0.35130,-0.05000,0.38300,0.48400,0.28100,471.06,460.58,460.58
3/31/1994,0.23000,0.33000,0.44000,1.00000,0.33250,-0.21000,0.38300,0.48400,0.28100,465.29,436.16,445.77
4/7/1994,0.28000,0.31000,0.41000,1.00000,0.30630,-0.13000,0.38300,0.48400,0.28100,451.10,435.86,447.10
4/14/1994,0.29000,0.23000,0.48000,1.00000,0.29250,-0.19000,0.38300,0.48400,0.28100,450.89,442.62,446.18
4/21/1994,0.26000,0.41000,0.33000,1.00000,0.27380,-0.07000,0.38300,0.48400,0.28100,449.96,438.83,447.63
4/28/1994,0.27000,0.35000,0.38000,1.00000,0.26880,-0.11000,0.38300,0.48400,0.28100,452.79,447.58,450.91
5/5/1994,0.32000,0.32000,0.36000,1.00000,0.27250,-0.04000,0.38300,0.48400,0.28100,453.98,445.64,447.82
5/12/1994,0.38000,0.32000,0.30000,1.00000,0.29000,0.08000,0.38300,0.48400,0.28100,447.82,440.78,444.14
5/19/1994,0.22000,0.36000,0.42000,1.00000,0.28130,-0.20000,0.38300,0.48400,0.28100,456.88,443.62,454.92
5/26/1994,0.29000,0.33000,0.38000,1.00000,0.28880,-0.09000,0.38300,0.48400,0.28100,457.77,451.79,457.33
6/2/1994,0.39000,0.36000,0.25000,1.00000,0.30250,0.14000,0.38300,0.48400,0.28100,460.86,453.99,460.13
6/9/1994,0.28000,0.47000,0.25000,1.00000,0.30130,0.03000,0.38300,0.48400,0.28100,461.87,455.43,458.67
6/16/1994,0.32000,0.42000,0.26000,1.00000,0.30880,0.06000,0.38300,0.48400,0.28100,463.23,457.18,458.45
6/23/1994,0.29000,0.45000,0.26000,1.00000,0.31130,0.03000,0.38300,0.48400,0.28100,458.45,442.51,442.80
6/30/1994,0.32000,0.37000,0.31000,1.00000,0.31130,0.01000,0.38300,0.48400,0.28100,449.83,439.83,446.20
7/7/1994,0.28000,0.32000,0.40000,1.00000,0.29880,-0.12000,0.38300,0.48400,0.28100,449.75,444.18,449.55
7/14/1994,0.25000,0.40000,0.35000,1.00000,0.30250,-0.10000,0.38300,0.48400,0.28100,454.33,444.65,454.16
7/21/1994,0.34000,0.38000,0.28000,1.00000,0.30880,0.06000,0.38300,0.48400,0.28100,455.71,450.69,453.11
7/28/1994,0.27000,0.42000,0.31000,1.00000,0.29380,-0.04000,0.38300,0.48400,0.28100,459.33,451.36,458.26
8/4/1994,0.22000,0.52000,0.26000,1.00000,0.28630,-0.04000,0.38300,0.48400,0.28100,462.77,456.08,457.09
8/11/1994,0.34000,0.37000,0.29000,1.00000,0.28880,0.05000,0.38300,0.48400,0.28100,462.27,456.66,461.94
8/18/1994,0.30000,0.40000,0.30000,1.00000,0.29000,0.00000,0.38300,0.48400,0.28100,465.91,459.89,463.68
8/25/1994,0.32000,0.39000,0.29000,1.00000,0.29000,0.03000,0.38300,0.48400,0.28100,474.65,461.46,473.80
9/1/1994,0.43000,0.34000,0.23000,1.00000,0.30880,0.20000,0.38300,0.48400,0.28100,477.59,470.67,470.99
9/8/1994,0.47000,0.33000,0.20000,1.00000,0.33630,0.27000,0.38300,0.48400,0.28100,473.40,466.55,468.18
9/15/1994,0.45000,0.25000,0.30000,1.00000,0.35000,0.15000,0.38300,0.48400,0.28100,474.81,466.15,471.19
9/22/1994,0.37000,0.36000,0.27000,1.00000,0.36250,0.10000,0.38300,0.48400,0.28100,473.15,458.47,459.67
9/29/1994,0.38000,0.32000,0.30000,1.00000,0.38250,0.08000,0.38300,0.48400,0.28100,464.84,459.01,462.69
10/6/1994,0.33000,0.39000,0.28000,1.00000,0.38130,0.05000,0.38300,0.48400,0.28100,463.31,449.27,455.10
10/13/1994,0.35000,0.39000,0.26000,1.00000,0.38750,0.09000,0.38300,0.48400,0.28100,471.30,455.10,469.10
10/20/1994,0.39000,0.33000,0.28000,1.00000,0.39630,0.11000,0.38300,0.48400,0.28100,471.43,463.83,464.89
10/27/1994,0.43000,0.38000,0.19000,1.00000,0.39630,0.24000,0.38300,0.48400,0.28100,473.78,458.26,473.77
11/3/1994,0.40000,0.35000,0.25000,1.00000,0.38750,0.15000,0.38300,0.48400,0.28100,474.74,462.28,462.28
11/10/1994,0.37000,0.31000,0.32000,1.00000,0.37750,0.05000,0.38300,0.48400,0.28100,469.95,461.25,462.35
11/17/1994,0.39000,0.22000,0.39000,1.00000,0.38000,0.00000,0.38300,0.48400,0.28100,468.51,460.25,461.47
11/23/1994,0.39000,0.32000,0.29000,1.00000,0.38130,0.10000,0.38300,0.48400,0.28100,466.25,444.18,449.93
11/30/1994,0.44000,0.30000,0.26000,1.00000,0.39500,0.18000,0.38300,0.48400,0.28100,457.13,447.97,453.30
12/8/1994,0.30000,0.35000,0.35000,1.00000,0.38880,-0.05000,0.38300,0.48400,0.28100,455.04,442.88,446.96
12/15/1994,0.33000,0.35000,0.32000,1.00000,0.38130,0.01000,0.38300,0.48400,0.28100,458.80,445.62,458.80
12/22/1994,0.42000,0.25000,0.33000,1.00000,0.38000,0.09000,0.38300,0.48400,0.28100,461.70,455.34,459.67
12/29/1994,0.40000,0.43000,0.17000,1.00000,0.38000,0.23000,0.38300,0.48400,0.28100,462.73,459.00,459.27
1/5/1995,0.44000,0.31000,0.25000,1.00000,0.38880,0.19000,0.38300,0.48400,0.28100,462.49,457.20,460.68
1/12/1995,0.36000,0.42000,0.22000,1.00000,0.38500,0.14000,0.38300,0.48400,0.28100,466.43,459.74,465.97
1/19/1995,0.37000,0.39000,0.24000,1.00000,0.38250,0.13000,0.38300,0.48400,0.28100,470.43,463.99,464.78
1/26/1995,0.38000,0.37000,0.25000,1.00000,0.37500,0.13000,0.38300,0.48400,0.28100,471.36,464.40,470.39
2/2/1995,0.38000,0.37000,0.25000,1.00000,0.38500,0.13000,0.38300,0.48400,0.28100,479.91,467.49,478.64
2/9/1995,0.34000,0.43000,0.23000,1.00000,0.38630,0.11000,0.38300,0.48400,0.28100,482.60,478.36,481.46
2/16/1995,0.43000,0.37000,0.20000,1.00000,0.38750,0.23000,0.38300,0.48400,0.28100,485.54,480.89,481.97
2/23/1995,0.46000,0.37000,0.17000,1.00000,0.39500,0.29000,0.38300,0.48400,0.28100,489.19,481.97,488.11
3/2/1995,0.53000,0.26000,0.21000,1.00000,0.40630,0.32000,0.38300,0.48400,0.28100,488.11,483.07,485.42
3/9/1995,0.48000,0.34000,0.18000,1.00000,0.42130,0.30000,0.38300,0.48400,0.28100,490.37,479.70,489.57
3/16/1995,0.39000,0.41000,0.20000,1.00000,0.42380,0.19000,0.38300,0.48400,0.28100,496.67,489.35,495.52
3/23/1995,0.47000,0.30000,0.23000,1.00000,0.43500,0.24000,0.38300,0.48400,0.28100,500.97,493.67,500.97
3/30/1995,0.52000,0.23000,0.25000,1.00000,0.45250,0.27000,0.38300,0.48400,0.28100,508.15,495.70,500.71
4/6/1995,0.42000,0.25000,0.33000,1.00000,0.46250,0.09000,0.38300,0.48400,0.28100,507.19,500.20,506.42
4/13/1995,0.40000,0.23000,0.37000,1.00000,0.45880,0.03000,0.38300,0.48400,0.28100,509.83,503.59,509.23
4/20/1995,0.37000,0.27000,0.36000,1.00000,0.44750,0.01000,0.38300,0.48400,0.28100,508.49,501.19,508.49
4/27/1995,0.52000,0.29000,0.19000,1.00000,0.44630,0.33000,0.38300,0.48400,0.28100,515.29,507.44,514.71
5/4/1995,0.42000,0.27000,0.31000,1.00000,0.43880,0.11000,0.38300,0.48400,0.28100,525.40,513.03,520.12
5/11/1995,0.44000,0.26000,0.30000,1.00000,0.44500,0.14000,0.38300,0.48400,0.28100,527.05,519.14,525.55
5/18/1995,0.42000,0.23000,0.35000,1.00000,0.43880,0.07000,0.38300,0.48400,0.28100,529.08,517.07,519.19
5/25/1995,0.44000,0.26000,0.30000,1.00000,0.42880,0.14000,0.38300,0.48400,0.28100,531.91,519.19,523.65
6/1/1995,0.39000,0.34000,0.27000,1.00000,0.42500,0.12000,0.38300,0.48400,0.28100,536.91,521.38,532.51
6/8/1995,0.44000,0.25000,0.31000,1.00000,0.43000,0.13000,0.38300,0.48400,0.28100,537.73,526.00,527.94
6/15/1995,0.36000,0.31000,0.33000,1.00000,0.42880,0.03000,0.38300,0.48400,0.28100,539.98,527.94,539.83
6/22/1995,0.48000,0.21000,0.31000,1.00000,0.42380,0.17000,0.38300,0.48400,0.28100,551.07,539.83,549.71
6/29/1995,0.35000,0.28000,0.37000,1.00000,0.41500,-0.02000,0.38300,0.48400,0.28100,549.79,540.79,544.75
7/6/1995,0.35000,0.34000,0.31000,1.00000,0.40380,0.04000,0.38300,0.48400,0.28100,556.37,544.43,556.37
7/13/1995,0.44000,0.18000,0.38000,1.00000,0.40630,0.06000,0.38300,0.48400,0.28100,562.00,553.80,559.89
7/20/1995,0.43000,0.30000,0.27000,1.00000,0.40500,0.16000,0.38300,0.48400,0.28100,562.72,550.98,553.62
7/27/1995,0.41000,0.26000,0.33000,1.00000,0.40750,0.08000,0.38300,0.48400,0.28100,565.40,553.62,562.93
8/3/1995,0.38000,0.34000,0.28000,1.00000,0.40000,0.10000,0.38300,0.48400,0.28100,565.62,554.10,558.94
8/10/1995,0.40000,0.30000,0.30000,1.00000,0.40500,0.10000,0.38300,0.48400,0.28100,561.59,553.04,555.11
8/17/1995,0.36000,0.43000,0.21000,1.00000,0.39000,0.15000,0.38300,0.48400,0.28100,561.24,554.76,559.21
8/24/1995,0.35000,0.28000,0.37000,1.00000,0.39000,-0.02000,0.38300,0.48400,0.28100,563.34,555.20,560.10
